# Метеостанция Остафьево (аэропорт), Россия, METAR=UUMO, выборка с 01.05.2019 по 09.09.2019, все дни
# Кодировка: Unicode
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUMO&lang=ru
#
"Местное время в Остафьево (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"17.07.2019 05:30";"15.0";"740.9";"756.2";"100";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 900 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"8.0";"15.0";
"17.07.2019 05:00";"15.0";"740.9";"756.2";"100";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 900 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"6.0";"15.0";
"17.07.2019 00:30";"14.0";"741.6";"756.9";"100";"Ветер, дующий с востоко-юго-востока";"2";"";"Дымка";"";"Нет существенной облачности";"3.0";"14.0";
"17.07.2019 00:00";"15.0";"741.6";"756.9";"100";"Переменное направление";"1";"";"Дымка";"";"Рассеянная (40-50%) 1380 м, разорванная (60-90%) 2790 м";"5.0";"15.0";
"16.07.2019 23:30";"15.0";"741.6";"756.9";"100";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 1380 м, разорванная (60-90%) 2790 м";"6.0";"15.0";
"16.07.2019 23:00";"15.0";"741.6";"756.9";"100";"Ветер, дующий с юго-востока";"2";"";"";"";"Рассеянная (40-50%) 1380 м, разорванная (60-90%) 2790 м";"6.0";"15.0";
"16.07.2019 22:30";"15.0";"741.6";"756.9";"100";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 1200 м, разорванная (60-90%) 2490 м";"6.0";"15.0";
"16.07.2019 22:00";"15.0";"740.9";"756.2";"100";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 1200 м, разорванная (60-90%) 2490 м";"9.0";"15.0";
"16.07.2019 21:30";"15.0";"740.9";"756.2";"100";"Ветер, дующий с востока";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"10.0 и более";"15.0";
"16.07.2019 21:00";"15.0";"741.6";"756.9";"100";"Ветер, дующий с востока";"5";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"10.0 и более";"15.0";
"16.07.2019 20:30";"15.0";"741.6";"756.9";"100";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака , разорванная (60-90%) 3300 м";"10.0 и более";"15.0";
"16.07.2019 20:00";"15.0";"741.6";"756.9";"100";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"15.0";
"16.07.2019 19:30";"15.0";"742.4";"757.7";"100";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"15.0";
"16.07.2019 19:00";"15.0";"741.6";"756.9";"100";"Переменное направление";"1";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"15.0";
"16.07.2019 18:30";"16.0";"741.7";"756.9";"100";"Ветер, дующий с юго-востока";"3";"";"Слабый(ая)(ые) гроза, дождь";"";"Разорванная (60-90%) 450 м, кучево-дождевые облака";"6.0";"16.0";
"16.07.2019 18:00";"16.0";"742.5";"757.7";"94";"Ветер, дующий с юга";"3";"";"Слабый(ая)(ые) гроза, дождь";"";"Разорванная (60-90%) 450 м, кучево-дождевые облака";"6.0";"15.0";
"16.07.2019 17:30";"16.0";"742.5";"757.7";"88";"Ветер, дующий с юго-юго-востока";"5";"12";"Слабый(ая)(ые) гроза, дождь";"";"Разорванная (60-90%) 450 м, кучево-дождевые облака";"3.0";"14.0";
"16.07.2019 17:00";"19.0";"741.8";"756.9";"73";"Ветер, дующий с северо-востока";"2";"";"Слабый(ая)(ые) гроза, дождь";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"10.0 и более";"14.0";
"16.07.2019 16:30";"20.0";"741.2";"756.2";"69";"Ветер, дующий с востоко-северо-востока";"2";"";"Слабый(ая)(ые) гроза, дождь";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"10.0 и более";"14.0";
"16.07.2019 16:00";"21.0";"741.2";"756.2";"69";"Ветер, дующий с востока";"4";"";"";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"10.0 и более";"15.0";
"16.07.2019 15:30";"21.0";"741.9";"756.9";"64";"Ветер, дующий с востока";"3";"";"";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"10.0 и более";"14.0";
"16.07.2019 15:00";"21.0";"741.9";"756.9";"64";"Ветер, дующий с востока";"4";"";"";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"10.0 и более";"14.0";
"16.07.2019 14:30";"21.0";"741.9";"756.9";"60";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"10.0 и более";"13.0";
"16.07.2019 14:00";"21.0";"742.7";"757.7";"64";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"16.07.2019 13:30";"20.0";"742.7";"757.7";"69";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"16.07.2019 13:00";"19.0";"742.6";"757.7";"73";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака , разорванная (60-90%) 2190 м";"10.0 и более";"14.0";
"16.07.2019 12:30";"19.0";"742.6";"757.7";"68";"Ветер, дующий с юго-востока";"4";"";"";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 2190 м";"10.0 и более";"13.0";
"16.07.2019 12:00";"20.0";"742.7";"757.7";"64";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 2790 м";"10.0 и более";"13.0";
"16.07.2019 11:30";"19.0";"742.6";"757.7";"68";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"16.07.2019 11:00";"19.0";"742.6";"757.7";"64";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"16.07.2019 10:30";"19.0";"743.1";"758.2";"64";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"16.07.2019 10:00";"18.0";"743.1";"758.2";"73";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"16.07.2019 09:30";"16.0";"742.9";"758.2";"88";"Ветер, дующий с востока";"3";"";"";"";"Рассеянная (40-50%) 1380 м, кучево-дождевые облака , разорванная (60-90%) 2790 м";"10.0 и более";"14.0";
"16.07.2019 09:00";"16.0";"742.9";"758.2";"83";"Ветер, дующий с востока";"3";"";"";"";"Рассеянная (40-50%) 1380 м, кучево-дождевые облака , разорванная (60-90%) 2790 м";"10.0 и более";"13.0";
"16.07.2019 08:30";"15.0";"742.9";"758.2";"94";"Ветер, дующий с востоко-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"16.07.2019 08:00";"15.0";"742.9";"758.2";"94";"Ветер, дующий с востока";"2";"";"Слабый(ая)(ые) дождь";"";"Нет существенной облачности";"10.0 и более";"14.0";
"16.07.2019 07:30";"15.0";"742.9";"758.2";"88";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"16.07.2019 07:00";"15.0";"742.9";"758.2";"100";"Ветер, дующий с востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"16.07.2019 06:30";"14.0";"742.8";"758.2";"100";"Ветер, дующий с востока";"2";"";"";"";"Нет существенной облачности";"7.0";"14.0";
"16.07.2019 06:00";"14.0";"742.8";"758.2";"100";"Ветер, дующий с востока";"1";"";"";"";"Нет существенной облачности";"7.0";"14.0";
"16.07.2019 05:30";"13.0";"742.8";"758.2";"100";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"8.0";"13.0";
"15.07.2019 23:00";"13.0";"742.8";"758.2";"100";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"6.0";"13.0";
"15.07.2019 22:30";"14.0";"742.8";"758.2";"100";"Ветер, дующий с юго-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"15.07.2019 22:00";"15.0";"742.9";"758.2";"88";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"15.07.2019 21:30";"16.0";"742.9";"758.2";"88";"Ветер, дующий с юга";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"15.07.2019 21:00";"16.0";"742.9";"758.2";"83";"Ветер, дующий с юга";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"15.07.2019 20:30";"17.0";"743.0";"758.2";"73";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"15.07.2019 20:00";"17.0";"743.0";"758.2";"73";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"15.07.2019 19:30";"18.0";"743.1";"758.2";"68";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"15.07.2019 19:00";"18.0";"743.1";"758.2";"64";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"15.07.2019 18:30";"18.0";"743.1";"758.2";"68";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"15.07.2019 18:00";"19.0";"743.1";"758.2";"60";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"15.07.2019 17:30";"18.0";"743.1";"758.2";"64";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"15.07.2019 17:00";"17.0";"743.0";"758.2";"64";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"15.07.2019 16:30";"17.0";"743.0";"758.2";"68";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"15.07.2019 16:00";"17.0";"743.0";"758.2";"73";"Ветер, дующий с юга";"3";"";"";"";"Незначительная (10-30%) 1380 м, разорванная (60-90%) 3900 м";"10.0 и более";"12.0";
"15.07.2019 15:30";"17.0";"743.0";"758.2";"83";"Ветер, дующий с юго-юго-запада";"3";"";"Слабый(ая)(ые) дождь";"";"Нет существенной облачности";"10.0 и более";"14.0";
"15.07.2019 15:00";"16.0";"742.9";"758.2";"72";"Ветер, дующий с юго-юго-запада";"3";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 1380 м";"10.0 и более";"11.0";
"15.07.2019 14:30";"17.0";"743.0";"758.2";"68";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"15.07.2019 14:00";"18.0";"743.1";"758.2";"68";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"15.07.2019 13:30";"18.0";"743.1";"758.2";"60";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
